Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
1,How to permanently delete all your Facebook and Meta-owned accounts,Extremely Negative,200,['hang'],[],[]
2,Ireland fines Meta over $400 million for its targeted advertising practices,Extremely Negative,350,"['risk', 'complaints', 'complaints', 'violation', 'insufficiently', 'denied', 'leak', 'problems']",[],"['harassment', 'lawsuit']"
3,"Seattle Schools Sue TikTok, Facebook, Instagram, Snapchat, and YouTube Over Students' Mental Health",Extremely Negative,1280,"['crisis', 'complaint', 'addicting', 'harmful', 'issues', 'difficult', 'sadness', 'hopelessness', 'expensive', 'crisis', 'damages', 'liable', 'harm', 'exploit', 'complaint', 'depression', 'hard', 'hard', 'toxic', 'issues', 'detriment', 'difficult', 'dispute', 'sue', 'harms', 'sued', 'allegations', 'sued', 'harmful', 'addicting', 'deceptive', 'liable', 'violation', 'breaks', 'harmful', 'cracks', 'depression']","['suicide', 'died', 'death', 'died', 'suicide', 'suicide', 'death', 'suicide', 'suicide']","['lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Antigone, Davis, Davis, Molly, Russell, Russell]"
4,Facebook parent Meta to settle Cambridge Analytica scandal case for $725 million,Extremely Negative,400,"['scandal', 'accusing', 'defunct', 'scandal', 'misuse', 'wrong']",[],"['lawsuit', 'lawsuit', 'lawsuit', Derek, Loeser, Lesley, Weaver, Donald, Trumps, 'lawsuit', Mark, Zuckerberg, 'lawsuit', Vince, Chhabria]"
5,"
      Suspects in stolen car plunged 20 feet and landed on a house, police say
    ",Extremely Negative,240,"['stolen', 'stolen', 'lost', 'falling', 'trauma']",[],[]
6,The Morning After: We tried Dyson’s air-purifying headphones,Extremely Negative,570,"['baffling', 'dark', 'missed', 'issue', 'pricey', 'spendy', 'bug', 'Bad', 'abused', 'complaint', 'concern', 'prohibit', 'impose', 'prohibit']",['abuse'],"[Cherlynn, Low, Mat, Smith, Elon, Musk, Elon, Musk, Musk, 'lawsuit', Musk, Zelda, Mario, Priah, Ferguson, DJ, Khaled, 'harassment', 'harassment', 'lawsuit', 'lawsuit']"
